"","modGenes","module","colourRGB"
"2602","AGAP003414","lightyellow","#FFFFE0"
"2603","AGAP003415","honeydew1","#F0FFF0"
"2604","AGAP003416","honeydew1","#F0FFF0"
"2605","AGAP003417","honeydew1","#F0FFF0"
"2606","AGAP003418","honeydew1","#F0FFF0"
"2607","AGAP003421","darkorange2","#EE7600"
"2608","AGAP003422","blue","#0000FF"
"2609","AGAP003423","blue","#0000FF"
"2610","AGAP003424","blue","#0000FF"
"2611","AGAP003425","blue","#0000FF"
"2612","AGAP003428","coral2","#EE6A50"
"2613","AGAP003429","blue","#0000FF"
"2614","AGAP003430","black","#000000"
"2615","AGAP003431","orangered3","#CD3700"
"2616","AGAP003432","orangered4","#8B2500"
"2617","AGAP003433","darkorange2","#EE7600"
"2618","AGAP003434","blue","#0000FF"
"2619","AGAP003437","blue","#0000FF"
"2620","AGAP003439","honeydew1","#F0FFF0"
"2621","AGAP003440","orangered3","#CD3700"
"2622","AGAP003441","blue","#0000FF"
"2623","AGAP003442","grey","#BEBEBE"
"2624","AGAP003444","darkorange","#FF8C00"
"2625","AGAP003445","orangered4","#8B2500"
"2626","AGAP003446","blue","#0000FF"
"2627","AGAP003447","honeydew1","#F0FFF0"
"2628","AGAP003449","blue","#0000FF"
"2629","AGAP003453","blue","#0000FF"
"2630","AGAP003457","blue","#0000FF"
"2631","AGAP003459","darkred","#8B0000"
"2632","AGAP003460","blue","#0000FF"
"2633","AGAP003461","blue","#0000FF"
"2634","AGAP003462","honeydew1","#F0FFF0"
"2635","AGAP003463","honeydew1","#F0FFF0"
"2636","AGAP003464","blue","#0000FF"
"2637","AGAP003468","black","#000000"
"2638","AGAP003473","grey","#BEBEBE"
"2639","AGAP003474","black","#000000"
"2640","AGAP003475","blue","#0000FF"
"2641","AGAP003476","grey","#BEBEBE"
"2642","AGAP003477","orangered4","#8B2500"
"2643","AGAP003478","blue","#0000FF"
"2644","AGAP003481","orangered4","#8B2500"
"2645","AGAP003482","blue","#0000FF"
"2646","AGAP003483","lightyellow","#FFFFE0"
"2647","AGAP003484","blue","#0000FF"
"2648","AGAP003485","blue","#0000FF"
"2649","AGAP003486","blue","#0000FF"
"2650","AGAP003487","honeydew1","#F0FFF0"
"2651","AGAP003488","blue","#0000FF"
"2652","AGAP003489","blue","#0000FF"
"2653","AGAP003490","blue","#0000FF"
"2654","AGAP003492","black","#000000"
"2655","AGAP003493","black","#000000"
"2656","AGAP003494","darkorange2","#EE7600"
"2657","AGAP003495","blue","#0000FF"
"2658","AGAP003496","blue","#0000FF"
"2659","AGAP003497","lightyellow","#FFFFE0"
"2660","AGAP003498","blue","#0000FF"
"2661","AGAP003499","grey","#BEBEBE"
"2662","AGAP003502","blue","#0000FF"
"2663","AGAP003503","blue","#0000FF"
"2664","AGAP003504","lightyellow","#FFFFE0"
"2665","AGAP003506","blue","#0000FF"
"2666","AGAP003507","grey","#BEBEBE"
"2667","AGAP003508","grey","#BEBEBE"
"2668","AGAP003509","lightgreen","#90EE90"
"2669","AGAP003510","skyblue2","#7EC0EE"
"2670","AGAP003513","blue","#0000FF"
"2671","AGAP003514","blue","#0000FF"
"2672","AGAP003515","blue","#0000FF"
"2673","AGAP003516","blue","#0000FF"
"2674","AGAP003519","blue","#0000FF"
"2675","AGAP003521","blue","#0000FF"
"2676","AGAP003522","lightcyan1","#E0FFFF"
"2677","AGAP003523","blue","#0000FF"
"2678","AGAP003524","blue","#0000FF"
"2679","AGAP003525","honeydew1","#F0FFF0"
"2680","AGAP003526","lightyellow","#FFFFE0"
"2681","AGAP003530","coral1","#FF7256"
"2682","AGAP003531","blue","#0000FF"
"2683","AGAP003533","antiquewhite4","#8B8378"
"2684","AGAP003534","blue","#0000FF"
"2685","AGAP003535","lightcyan1","#E0FFFF"
"2686","AGAP003536","blue","#0000FF"
"2687","AGAP003537","blue","#0000FF"
"2688","AGAP003539","grey","#BEBEBE"
"2689","AGAP003540","blue","#0000FF"
"2690","AGAP003542","blue","#0000FF"
"2691","AGAP003544","honeydew1","#F0FFF0"
"2692","AGAP003545","honeydew1","#F0FFF0"
"2693","AGAP003546","blue","#0000FF"
"2694","AGAP003547","lightgreen","#90EE90"
"2695","AGAP003548","skyblue2","#7EC0EE"
"2696","AGAP003549","honeydew1","#F0FFF0"
"2697","AGAP003550","grey","#BEBEBE"
"2698","AGAP003551","blue","#0000FF"
"2699","AGAP003552","orangered4","#8B2500"
"2700","AGAP003553","honeydew1","#F0FFF0"
"2701","AGAP003554","lightyellow","#FFFFE0"
"2702","AGAP003555","darkturquoise","#00CED1"
"2703","AGAP003557","antiquewhite4","#8B8378"
"2704","AGAP003558","mediumpurple3","#8968CD"
"2705","AGAP003559","blue","#0000FF"
"2706","AGAP003560","blue","#0000FF"
"2707","AGAP003561","blue","#0000FF"
"2708","AGAP003562","honeydew1","#F0FFF0"
"2709","AGAP003565","blue","#0000FF"
"2710","AGAP003566","honeydew1","#F0FFF0"
"2711","AGAP003567","black","#000000"
"2712","AGAP003568","lightgreen","#90EE90"
"2713","AGAP003570","darkorange2","#EE7600"
"2714","AGAP003571","honeydew1","#F0FFF0"
"2715","AGAP003572","lightgreen","#90EE90"
"2716","AGAP003573","darkorange","#FF8C00"
"2717","AGAP003575","blue","#0000FF"
"2718","AGAP003576","orangered4","#8B2500"
"2719","AGAP003577","black","#000000"
"2720","AGAP003578","orangered4","#8B2500"
"2721","AGAP003579","darkred","#8B0000"
"2722","AGAP003580","black","#000000"
"2723","AGAP003581","black","#000000"
"2724","AGAP003582","black","#000000"
"2725","AGAP003583","black","#000000"
"2726","AGAP003584","black","#000000"
"2727","AGAP003585","blue","#0000FF"
"2728","AGAP003586","lightgreen","#90EE90"
"2729","AGAP003587","black","#000000"
"2730","AGAP003588","bisque4","#8B7D6B"
"2731","AGAP003590","blue","#0000FF"
"2732","AGAP003591","honeydew1","#F0FFF0"
"2733","AGAP003593","grey","#BEBEBE"
"2734","AGAP003594","honeydew1","#F0FFF0"
"2735","AGAP003595","black","#000000"
"2736","AGAP003596","blue","#0000FF"
"2737","AGAP003597","blue","#0000FF"
"2738","AGAP003598","blue","#0000FF"
"2739","AGAP003599","lightyellow","#FFFFE0"
"2740","AGAP003600","blue","#0000FF"
"2741","AGAP003601","blue","#0000FF"
"2742","AGAP003602","black","#000000"
"2743","AGAP003603","lightgreen","#90EE90"
"2744","AGAP003604","lightgreen","#90EE90"
"2745","AGAP003605","blue","#0000FF"
"2746","AGAP003606","blue","#0000FF"
"2747","AGAP003607","darkred","#8B0000"
"2748","AGAP003608","blue","#0000FF"
"2749","AGAP003610","lightgreen","#90EE90"
"2750","AGAP003611","black","#000000"
"2751","AGAP003612","orangered4","#8B2500"
"2752","AGAP003613","grey","#BEBEBE"
"2753","AGAP003614","honeydew1","#F0FFF0"
"2754","AGAP003615","blue","#0000FF"
"2755","AGAP003616","blue","#0000FF"
"2756","AGAP003618","blue","#0000FF"
"2757","AGAP003619","lightyellow","#FFFFE0"
"2758","AGAP003620","blue","#0000FF"
"2759","AGAP003621","blue","#0000FF"
"2760","AGAP003623","lightyellow","#FFFFE0"
"2761","AGAP003626","darkorange2","#EE7600"
"2762","AGAP003627","blue","#0000FF"
"2763","AGAP003629","black","#000000"
"2764","AGAP003631","lightgreen","#90EE90"
"2765","AGAP003633","blue","#0000FF"
"2766","AGAP003635","lightgreen","#90EE90"
"2767","AGAP003636","blue","#0000FF"
"2768","AGAP003638","black","#000000"
"2769","AGAP003643","blue","#0000FF"
"2770","AGAP003645","blue","#0000FF"
"2771","AGAP003646","honeydew1","#F0FFF0"
"2772","AGAP003647","lightyellow","#FFFFE0"
"2773","AGAP003648","blue","#0000FF"
"2774","AGAP003649","black","#000000"
"2775","AGAP003651","blue","#0000FF"
"2776","AGAP003652","orangered4","#8B2500"
"2777","AGAP003654","darkorange2","#EE7600"
"2778","AGAP003655","grey","#BEBEBE"
"2779","AGAP003656","darkorange2","#EE7600"
"2780","AGAP003657","orangered4","#8B2500"
"2781","AGAP003658","orangered3","#CD3700"
"2782","AGAP003660","blue","#0000FF"
"2783","AGAP003661","darkred","#8B0000"
"2784","AGAP003662","blue","#0000FF"
"2785","AGAP003663","mediumpurple3","#8968CD"
"2786","AGAP003664","blue","#0000FF"
"2787","AGAP003666","blue","#0000FF"
"2788","AGAP003667","honeydew1","#F0FFF0"
"2789","AGAP003669","blue","#0000FF"
"2790","AGAP003670","blue","#0000FF"
"2791","AGAP003671","skyblue2","#7EC0EE"
"2792","AGAP003672","grey","#BEBEBE"
"2793","AGAP003675","darkorange2","#EE7600"
"2794","AGAP003676","honeydew1","#F0FFF0"
"2795","AGAP003677","grey","#BEBEBE"
"2796","AGAP003678","black","#000000"
"2797","AGAP003679","yellow4","#8B8B00"
"2798","AGAP003680","blue","#0000FF"
"2799","AGAP003681","blue","#0000FF"
"2800","AGAP003685","darkorange2","#EE7600"
"2801","AGAP003686","lightyellow","#FFFFE0"
"2802","AGAP003687","blue","#0000FF"
"2803","AGAP003688","blue","#0000FF"
"2804","AGAP003689","blue","#0000FF"
"2805","AGAP003691","blue","#0000FF"
"2806","AGAP003692","darkorange2","#EE7600"
"2807","AGAP003695","blue","#0000FF"
"2808","AGAP003697","blue","#0000FF"
"2809","AGAP003698","honeydew1","#F0FFF0"
"2810","AGAP003699","honeydew1","#F0FFF0"
"2811","AGAP003700","blue","#0000FF"
"2812","AGAP003701","blue","#0000FF"
"2813","AGAP003702","blue","#0000FF"
"2814","AGAP003703","blue","#0000FF"
"2815","AGAP003704","orangered4","#8B2500"
"2816","AGAP003705","honeydew1","#F0FFF0"
"2817","AGAP003706","lightyellow","#FFFFE0"
"2818","AGAP003707","honeydew1","#F0FFF0"
"2819","AGAP003709","lightgreen","#90EE90"
"2820","AGAP003710","blue","#0000FF"
"2821","AGAP003711","blue","#0000FF"
"2822","AGAP003712","blue","#0000FF"
"2823","AGAP003713","blue","#0000FF"
"2824","AGAP003714","black","#000000"
"2825","AGAP003715","blue","#0000FF"
"2826","AGAP003716","honeydew1","#F0FFF0"
"2827","AGAP003717","honeydew1","#F0FFF0"
"2828","AGAP003718","darkorange2","#EE7600"
"2829","AGAP003719","blue","#0000FF"
"2830","AGAP003720","blue","#0000FF"
"2831","AGAP003721","blue","#0000FF"
"2832","AGAP003722","orangered3","#CD3700"
"2833","AGAP003723","honeydew1","#F0FFF0"
"2834","AGAP003725","darkorange2","#EE7600"
"2835","AGAP003726","blue","#0000FF"
"2836","AGAP003727","blue","#0000FF"
"2837","AGAP003728","lightcyan1","#E0FFFF"
"2838","AGAP003729","cyan","#00FFFF"
"2839","AGAP003730","blue","#0000FF"
"2840","AGAP003731","honeydew1","#F0FFF0"
"2841","AGAP003732","grey","#BEBEBE"
"2842","AGAP003733","blue","#0000FF"
"2843","AGAP003734","blue","#0000FF"
"2844","AGAP003736","grey","#BEBEBE"
"2845","AGAP003737","honeydew1","#F0FFF0"
"2846","AGAP003738","ivory","#FFFFF0"
"2847","AGAP003739","grey","#BEBEBE"
"2848","AGAP003740","honeydew1","#F0FFF0"
"2849","AGAP003741","blue","#0000FF"
"2850","AGAP003742","orangered4","#8B2500"
"2851","AGAP003743","coral2","#EE6A50"
"2852","AGAP003744","blue","#0000FF"
"2853","AGAP003745","blue","#0000FF"
"2854","AGAP003746","blue","#0000FF"
"2855","AGAP003748","blue","#0000FF"
"2856","AGAP003749","honeydew1","#F0FFF0"
"2857","AGAP003751","black","#000000"
"2858","AGAP003755","blue","#0000FF"
"2859","AGAP003757","blue","#0000FF"
"2860","AGAP003758","blue","#0000FF"
"2861","AGAP003759","black","#000000"
"2862","AGAP003760","black","#000000"
"2863","AGAP003762","black","#000000"
"2864","AGAP003763","darkorange2","#EE7600"
"2865","AGAP003764","blue","#0000FF"
"2866","AGAP003765","black","#000000"
"2867","AGAP003766","black","#000000"
"2868","AGAP003767","black","#000000"
"2869","AGAP003769","orangered4","#8B2500"
"2870","AGAP003771","honeydew1","#F0FFF0"
"2871","AGAP003772","blue","#0000FF"
"2872","AGAP003773","lightgreen","#90EE90"
"2873","AGAP003774","mediumpurple3","#8968CD"
"2874","AGAP003775","black","#000000"
"2875","AGAP003776","antiquewhite4","#8B8378"
"2876","AGAP003777","bisque4","#8B7D6B"
"2877","AGAP003778","antiquewhite4","#8B8378"
"2878","AGAP003779","honeydew1","#F0FFF0"
"2879","AGAP003780","darkorange2","#EE7600"
"2880","AGAP003781","darkorange2","#EE7600"
"2881","AGAP003782","saddlebrown","#8B4513"
"2882","AGAP003783","grey","#BEBEBE"
"2883","AGAP003784","blue","#0000FF"
"2884","AGAP003785","blue","#0000FF"
"2885","AGAP003787","grey","#BEBEBE"
"2886","AGAP003789","darkorange2","#EE7600"
"2887","AGAP003790","blue","#0000FF"
"2888","AGAP003791","blue","#0000FF"
"2889","AGAP003792","blue","#0000FF"
"2890","AGAP003793","honeydew1","#F0FFF0"
"2891","AGAP003794","darkorange","#FF8C00"
"2892","AGAP003795","lightgreen","#90EE90"
"2893","AGAP003796","grey","#BEBEBE"
"2894","AGAP003797","lightyellow","#FFFFE0"
"2895","AGAP003798","darkorange","#FF8C00"
"2896","AGAP003800","honeydew1","#F0FFF0"
"2897","AGAP003801","honeydew1","#F0FFF0"
"2898","AGAP003802","honeydew1","#F0FFF0"
"2899","AGAP003803","grey","#BEBEBE"
"2900","AGAP003805","black","#000000"
"2901","AGAP003806","darkred","#8B0000"
"2902","AGAP003807","grey","#BEBEBE"
"2903","AGAP003808","blue","#0000FF"
"2904","AGAP003809","darkorange2","#EE7600"
"2905","AGAP003810","blue","#0000FF"
"2906","AGAP003811","blue","#0000FF"
"2907","AGAP003812","honeydew1","#F0FFF0"
"2908","AGAP003813","blue","#0000FF"
"2909","AGAP003814","lightcyan1","#E0FFFF"
"2910","AGAP003815","orangered4","#8B2500"
"2911","AGAP003817","honeydew1","#F0FFF0"
"2912","AGAP003818","blue","#0000FF"
"2913","AGAP003819","grey","#BEBEBE"
"2914","AGAP003820","honeydew1","#F0FFF0"
"2915","AGAP003821","blue","#0000FF"
"2916","AGAP003823","black","#000000"
"2917","AGAP003824","blue","#0000FF"
"2918","AGAP003825","blue","#0000FF"
"2919","AGAP003826","blue","#0000FF"
"2920","AGAP003827","grey","#BEBEBE"
"2921","AGAP003831","grey","#BEBEBE"
"2922","AGAP003832","darkorange2","#EE7600"
"2923","AGAP003833","grey","#BEBEBE"
"2924","AGAP003834","blue","#0000FF"
"2925","AGAP003836","blue","#0000FF"
"2926","AGAP003837","grey","#BEBEBE"
"2927","AGAP003838","blue","#0000FF"
"2928","AGAP003839","skyblue2","#7EC0EE"
"2929","AGAP003841","darkorange2","#EE7600"
"2930","AGAP003842","honeydew1","#F0FFF0"
"2931","AGAP003843","black","#000000"
"2932","AGAP003844","ivory","#FFFFF0"
"2933","AGAP003845","blue","#0000FF"
"2934","AGAP003846","blue","#0000FF"
"2935","AGAP003847","honeydew1","#F0FFF0"
"2936","AGAP003848","honeydew1","#F0FFF0"
"2937","AGAP003849","lightgreen","#90EE90"
"2938","AGAP003851","blue","#0000FF"
"2939","AGAP003853","skyblue2","#7EC0EE"
"2940","AGAP003855","blue","#0000FF"
"2941","AGAP003856","darkturquoise","#00CED1"
"2942","AGAP003857","darkturquoise","#00CED1"
"2943","AGAP003858","blue","#0000FF"
"2944","AGAP003860","darkorange2","#EE7600"
"2945","AGAP003861","black","#000000"
"2946","AGAP003863","blue","#0000FF"
"2947","AGAP003864","lightgreen","#90EE90"
"2948","AGAP003865","orangered4","#8B2500"
"2949","AGAP003866","lightcyan1","#E0FFFF"
"2950","AGAP003867","mediumpurple3","#8968CD"
"2951","AGAP003868","honeydew1","#F0FFF0"
"2952","AGAP003869","orangered4","#8B2500"
"2953","AGAP003870","blue","#0000FF"
"2954","AGAP003871","grey","#BEBEBE"
"2955","AGAP003872","blue","#0000FF"
"2956","AGAP003873","blue","#0000FF"
"2957","AGAP003874","orangered4","#8B2500"
"2958","AGAP003876","saddlebrown","#8B4513"
"2959","AGAP003877","grey","#BEBEBE"
"2960","AGAP003878","honeydew1","#F0FFF0"
"2961","AGAP003879","black","#000000"
"2962","AGAP003880","lightgreen","#90EE90"
"2963","AGAP003882","blue","#0000FF"
"2964","AGAP003884","blue","#0000FF"
"2965","AGAP003885","grey","#BEBEBE"
"2966","AGAP003886","blue","#0000FF"
"2967","AGAP003887","grey","#BEBEBE"
"2968","AGAP003889","honeydew1","#F0FFF0"
"2969","AGAP003891","blue","#0000FF"
"2970","AGAP003892","blue","#0000FF"
"2971","AGAP003893","blue","#0000FF"
"2972","AGAP003894","blue","#0000FF"
"2973","AGAP003895","blue","#0000FF"
"2974","AGAP003896","blue","#0000FF"
"2975","AGAP003897","blue","#0000FF"
"2976","AGAP003898","darkorange2","#EE7600"
"2977","AGAP003899","honeydew1","#F0FFF0"
"2978","AGAP003900","lightgreen","#90EE90"
"2979","AGAP003901","blue","#0000FF"
"2980","AGAP003902","blue","#0000FF"
"2981","AGAP003903","blue","#0000FF"
"2982","AGAP003904","blue","#0000FF"
"2983","AGAP003905","darkred","#8B0000"
"2984","AGAP003906","blue","#0000FF"
"2985","AGAP003907","honeydew1","#F0FFF0"
"2986","AGAP003910","lightcyan1","#E0FFFF"
"2987","AGAP003913","grey","#BEBEBE"
"2988","AGAP003914","blue","#0000FF"
"2989","AGAP003917","honeydew1","#F0FFF0"
"2990","AGAP003918","blue","#0000FF"
"2991","AGAP003919","blue","#0000FF"
"2992","AGAP003920","blue","#0000FF"
"2993","AGAP003921","lightgreen","#90EE90"
"2994","AGAP003922","honeydew1","#F0FFF0"
"2995","AGAP003923","honeydew1","#F0FFF0"
"2996","AGAP003925","blue","#0000FF"
"2997","AGAP003926","black","#000000"
"2998","AGAP003927","black","#000000"
"2999","AGAP003928","blue","#0000FF"
"3000","AGAP003929","blue","#0000FF"
"3001","AGAP003930","black","#000000"
"3002","AGAP003931","ivory","#FFFFF0"
"3003","AGAP003933","lightgreen","#90EE90"
"3004","AGAP003934","black","#000000"
"3005","AGAP003935","blue","#0000FF"
"3006","AGAP003936","honeydew1","#F0FFF0"
"3007","AGAP003937","blue","#0000FF"
"3008","AGAP003938","black","#000000"
"3009","AGAP003939","lightgreen","#90EE90"
"3010","AGAP003940","blue","#0000FF"
"3011","AGAP003941","blue","#0000FF"
"3012","AGAP003942","blue","#0000FF"
"3013","AGAP003943","blue","#0000FF"
"3014","AGAP003944","lightgreen","#90EE90"
"3015","AGAP003945","lightgreen","#90EE90"
"3016","AGAP003960","blue","#0000FF"
"3017","AGAP003962","saddlebrown","#8B4513"
"3018","AGAP003963","blue","#0000FF"
"3019","AGAP003965","blue","#0000FF"
"3020","AGAP003967","darkorange2","#EE7600"
"3021","AGAP003968","cyan","#00FFFF"
"3022","AGAP003970","blue","#0000FF"
"3023","AGAP003972","blue","#0000FF"
"3024","AGAP003975","blue","#0000FF"
"3025","AGAP003976","blue","#0000FF"
"3026","AGAP003977","blue","#0000FF"
"3027","AGAP003979","lightyellow","#FFFFE0"
"3028","AGAP003980","blue","#0000FF"
"3029","AGAP003981","blue","#0000FF"
"3030","AGAP003982","honeydew1","#F0FFF0"
"3031","AGAP003983","orangered4","#8B2500"
"3032","AGAP003984","grey","#BEBEBE"
"3033","AGAP003987","skyblue2","#7EC0EE"
"3034","AGAP003988","blue","#0000FF"
"3035","AGAP003989","darkorange","#FF8C00"
"3036","AGAP003990","blue","#0000FF"
"3037","AGAP003991","darkturquoise","#00CED1"
"3038","AGAP003993","lightgreen","#90EE90"
"3039","AGAP003994","coral1","#FF7256"
"3040","AGAP003995","blue","#0000FF"
"3041","AGAP003997","black","#000000"
"3042","AGAP003999","orangered3","#CD3700"
"3043","AGAP004000","blue","#0000FF"
"3044","AGAP004002","orangered4","#8B2500"
"3045","AGAP004007","plum1","#FFBBFF"
"3046","AGAP004008","honeydew1","#F0FFF0"
"3047","AGAP004011","blue","#0000FF"
"3048","AGAP004015","blue","#0000FF"
"3049","AGAP004016","honeydew1","#F0FFF0"
"3050","AGAP004017","blue","#0000FF"
"3051","AGAP004018","honeydew1","#F0FFF0"
"3052","AGAP004020","blue","#0000FF"
"3053","AGAP004022","blue","#0000FF"
"3054","AGAP004023","blue","#0000FF"
"3055","AGAP004025","blue","#0000FF"
"3056","AGAP004026","blue","#0000FF"
"3057","AGAP004028","blue","#0000FF"
"3058","AGAP004029","orangered4","#8B2500"
"3059","AGAP004031","orangered4","#8B2500"
"3060","AGAP004032","blue","#0000FF"
"3061","AGAP004033","darkorange2","#EE7600"
"3062","AGAP004034","darkred","#8B0000"
"3063","AGAP004035","orangered4","#8B2500"
"3064","AGAP004036","honeydew1","#F0FFF0"
"3065","AGAP004038","honeydew1","#F0FFF0"
"3066","AGAP004039","blue","#0000FF"
"3067","AGAP004046","bisque4","#8B7D6B"
"3068","AGAP004048","darkturquoise","#00CED1"
"3069","AGAP004049","blue","#0000FF"
"3070","AGAP004050","black","#000000"
"3071","AGAP004052","lightgreen","#90EE90"
"3072","AGAP004055","lightgreen","#90EE90"
"3073","AGAP004056","lightcyan1","#E0FFFF"
"3074","AGAP004059","coral2","#EE6A50"
"3075","AGAP004060","blue","#0000FF"
"3076","AGAP004061","blue","#0000FF"
"3077","AGAP004062","blue","#0000FF"
"3078","AGAP004063","honeydew1","#F0FFF0"
"3079","AGAP004064","orangered4","#8B2500"
"3080","AGAP004065","blue","#0000FF"
"3081","AGAP004066","lightgreen","#90EE90"
"3082","AGAP004067","grey","#BEBEBE"
"3083","AGAP004068","blue","#0000FF"
"3084","AGAP004069","lightgreen","#90EE90"
"3085","AGAP004070","blue","#0000FF"
"3086","AGAP004071","blue","#0000FF"
"3087","AGAP004076","antiquewhite4","#8B8378"
"3088","AGAP004077","darkorange2","#EE7600"
"3089","AGAP004078","orangered4","#8B2500"
"3090","AGAP004079","mediumpurple3","#8968CD"
"3091","AGAP004080","lightgreen","#90EE90"
"3092","AGAP004081","honeydew1","#F0FFF0"
"3093","AGAP004082","honeydew1","#F0FFF0"
"3094","AGAP004083","blue","#0000FF"
"3095","AGAP004085","blue","#0000FF"
"3096","AGAP004086","blue","#0000FF"
"3097","AGAP004087","blue","#0000FF"
"3098","AGAP004088","mediumpurple3","#8968CD"
"3099","AGAP004089","honeydew1","#F0FFF0"
"3100","AGAP004090","orangered4","#8B2500"
"3101","AGAP004092","honeydew1","#F0FFF0"
"3102","AGAP004094","blue","#0000FF"
"3103","AGAP004095","black","#000000"
"3104","AGAP004096","blue","#0000FF"
"3105","AGAP004097","blue","#0000FF"
"3106","AGAP004098","honeydew1","#F0FFF0"
"3107","AGAP004099","blue","#0000FF"
"3108","AGAP004101","honeydew1","#F0FFF0"
"3109","AGAP004102","darkorange2","#EE7600"
"3110","AGAP004103","blue","#0000FF"
"3111","AGAP004104","orangered4","#8B2500"
"3112","AGAP004106","black","#000000"
"3113","AGAP004107","black","#000000"
"3114","AGAP004108","honeydew1","#F0FFF0"
"3115","AGAP004109","darkorange","#FF8C00"
"3116","AGAP004110","honeydew1","#F0FFF0"
"3117","AGAP004112","black","#000000"
"3118","AGAP004115","blue","#0000FF"
"3119","AGAP004116","blue","#0000FF"
"3120","AGAP004117","black","#000000"
"3121","AGAP004118","blue","#0000FF"
"3122","AGAP004119","black","#000000"
"3123","AGAP004120","lightpink4","#8B5F65"
"3124","AGAP004122","grey","#BEBEBE"
"3125","AGAP004123","darkorange2","#EE7600"
"3126","AGAP004124","blue","#0000FF"
"3127","AGAP004125","saddlebrown","#8B4513"
"3128","AGAP004126","ivory","#FFFFF0"
"3129","AGAP004128","coral1","#FF7256"
"3130","AGAP004130","plum1","#FFBBFF"
"3131","AGAP004131","coral1","#FF7256"
"3132","AGAP004133","honeydew1","#F0FFF0"
"3133","AGAP004135","darkorange2","#EE7600"
"3134","AGAP004136","blue","#0000FF"
"3135","AGAP004137","blue","#0000FF"
"3136","AGAP004138","grey","#BEBEBE"
"3137","AGAP004139","blue","#0000FF"
"3138","AGAP004140","blue","#0000FF"
"3139","AGAP004141","blue","#0000FF"
"3140","AGAP004142","orangered4","#8B2500"
"3141","AGAP004143","blue","#0000FF"
"3142","AGAP004144","blue","#0000FF"
"3143","AGAP004145","orangered4","#8B2500"
"3144","AGAP004146","honeydew1","#F0FFF0"
"3145","AGAP004147","blue","#0000FF"
"3146","AGAP004148","blue","#0000FF"
"3147","AGAP004149","honeydew1","#F0FFF0"
"3148","AGAP004150","blue","#0000FF"
"3149","AGAP004151","honeydew1","#F0FFF0"
"3150","AGAP004152","darkorange","#FF8C00"
"3151","AGAP004153","darkorange","#FF8C00"
"3152","AGAP004154","darkorange2","#EE7600"
"3153","AGAP004156","black","#000000"
"3154","AGAP004157","black","#000000"
"3155","AGAP004158","black","#000000"
"3156","AGAP004159","lightyellow","#FFFFE0"
"3157","AGAP004160","skyblue1","#87CEFF"
"3158","AGAP004161","lightgreen","#90EE90"
"3159","AGAP004162","grey","#BEBEBE"
"3160","AGAP004163","cyan","#00FFFF"
"3161","AGAP004164","honeydew1","#F0FFF0"
"3162","AGAP004165","blue","#0000FF"
"3163","AGAP004166","blue","#0000FF"
"3164","AGAP004167","lightgreen","#90EE90"
"3165","AGAP004169","lightgreen","#90EE90"
"3166","AGAP004170","blue","#0000FF"
"3167","AGAP004174","orangered4","#8B2500"
"3168","AGAP004175","black","#000000"
"3169","AGAP004176","blue","#0000FF"
"3170","AGAP004177","honeydew1","#F0FFF0"
"3171","AGAP004178","blue","#0000FF"
"3172","AGAP004179","blue","#0000FF"
"3173","AGAP004181","blue","#0000FF"
"3174","AGAP004186","lightgreen","#90EE90"
"3175","AGAP004188","black","#000000"
"3176","AGAP004189","grey","#BEBEBE"
"3177","AGAP004191","blue","#0000FF"
"3178","AGAP004192","blue","#0000FF"
"3179","AGAP004194","blue","#0000FF"
"3180","AGAP004195","antiquewhite4","#8B8378"
"3181","AGAP004196","darkorange","#FF8C00"
"3182","AGAP004197","orangered4","#8B2500"
"3183","AGAP004199","blue","#0000FF"
"3184","AGAP004201","black","#000000"
"3185","AGAP004202","bisque4","#8B7D6B"
"3186","AGAP004203","blue","#0000FF"
"3187","AGAP004204","grey","#BEBEBE"
"3188","AGAP004205","blue","#0000FF"
"3189","AGAP004206","orangered4","#8B2500"
"3190","AGAP004207","blue","#0000FF"
"3191","AGAP004208","grey","#BEBEBE"
"3192","AGAP004209","lightgreen","#90EE90"
"3193","AGAP004210","blue","#0000FF"
"3194","AGAP004211","blue","#0000FF"
"3195","AGAP004212","blue","#0000FF"
"3196","AGAP004213","darkorange2","#EE7600"
"3197","AGAP004214","honeydew1","#F0FFF0"
"3198","AGAP004215","lightyellow","#FFFFE0"
"3199","AGAP004218","black","#000000"
"3200","AGAP004220","blue","#0000FF"
"3201","AGAP004221","darkorange2","#EE7600"
"3202","AGAP004222","darkorange2","#EE7600"
"3203","AGAP004223","saddlebrown","#8B4513"
"3204","AGAP004224","darkorange2","#EE7600"
"3205","AGAP004226","honeydew1","#F0FFF0"
"3206","AGAP004227","blue","#0000FF"
"3207","AGAP004228","darkorange2","#EE7600"
"3208","AGAP004229","darkred","#8B0000"
"3209","AGAP004230","lightgreen","#90EE90"
"3210","AGAP004232","blue","#0000FF"
"3211","AGAP004233","lightcyan1","#E0FFFF"
"3212","AGAP004235","black","#000000"
"3213","AGAP004236","mediumpurple3","#8968CD"
"3214","AGAP004237","grey","#BEBEBE"
"3215","AGAP004238","blue","#0000FF"
"3216","AGAP004239","honeydew1","#F0FFF0"
"3217","AGAP004240","mediumpurple3","#8968CD"
"3218","AGAP004241","blue","#0000FF"
"3219","AGAP004242","blue","#0000FF"
"3220","AGAP004243","honeydew1","#F0FFF0"
"3221","AGAP004244","blue","#0000FF"
