"","modGenes","module","colourRGB"
"8636","AARA015921","orange","#FFA500"
"8637","AARA015922","salmon","#FA8072"
"8638","AARA015923","darkolivegreen","#556B2F"
"8639","AARA015924","darkturquoise","#00CED1"
"8640","AARA015926","midnightblue","#191970"
"8641","AARA015927","grey","#BEBEBE"
"8642","AARA015928","midnightblue","#191970"
"8643","AARA015929","darkolivegreen","#556B2F"
"8644","AARA015930","darkolivegreen","#556B2F"
"8645","AARA015931","salmon","#FA8072"
"8646","AARA015932","salmon","#FA8072"
"8647","AARA015933","darkolivegreen","#556B2F"
"8648","AARA015934","salmon","#FA8072"
"8649","AARA015935","orange","#FFA500"
"8650","AARA015936","orange","#FFA500"
"8651","AARA015937","darkorange","#FF8C00"
"8652","AARA015939","purple","#A020F0"
"8653","AARA015940","darkturquoise","#00CED1"
"8654","AARA015941","orange","#FFA500"
"8655","AARA015942","darkmagenta","#8B008B"
"8656","AARA015943","midnightblue","#191970"
"8657","AARA015944","midnightblue","#191970"
"8658","AARA015945","salmon","#FA8072"
"8659","AARA015946","darkolivegreen","#556B2F"
"8660","AARA015947","salmon","#FA8072"
"8661","AARA015948","purple","#A020F0"
"8662","AARA015949","midnightblue","#191970"
"8663","AARA015950","purple","#A020F0"
"8664","AARA015951","purple","#A020F0"
"8665","AARA015952","darkorange","#FF8C00"
"8666","AARA015953","darkturquoise","#00CED1"
"8667","AARA015954","midnightblue","#191970"
"8668","AARA015955","salmon","#FA8072"
"8669","AARA015956","midnightblue","#191970"
"8670","AARA015957","midnightblue","#191970"
"8671","AARA015958","salmon","#FA8072"
"8672","AARA015959","darkturquoise","#00CED1"
"8673","AARA015960","salmon","#FA8072"
"8674","AARA015961","darkorange","#FF8C00"
"8675","AARA015962","grey","#BEBEBE"
"8676","AARA015963","brown","#A52A2A"
"8677","AARA015964","grey","#BEBEBE"
"8678","AARA015965","salmon","#FA8072"
"8679","AARA015967","midnightblue","#191970"
"8680","AARA015968","brown","#A52A2A"
"8681","AARA015970","salmon","#FA8072"
"8682","AARA015971","black","#000000"
"8683","AARA015974","grey","#BEBEBE"
"8684","AARA015975","salmon","#FA8072"
"8685","AARA015976","lightcyan1","#E0FFFF"
"8686","AARA015977","grey","#BEBEBE"
"8687","AARA015979","salmon","#FA8072"
"8688","AARA015980","salmon","#FA8072"
"8689","AARA015981","salmon","#FA8072"
"8690","AARA015982","midnightblue","#191970"
"8691","AARA015985","salmon","#FA8072"
"8692","AARA015986","salmon","#FA8072"
"8693","AARA015989","mediumpurple3","#8968CD"
"8694","AARA015990","salmon","#FA8072"
"8695","AARA015991","orange","#FFA500"
"8696","AARA015994","purple","#A020F0"
"8697","AARA015995","orange","#FFA500"
"8698","AARA015996","purple","#A020F0"
"8699","AARA016001","brown","#A52A2A"
"8700","AARA016002","salmon","#FA8072"
"8701","AARA016003","brown","#A52A2A"
"8702","AARA016004","grey","#BEBEBE"
"8703","AARA016005","salmon","#FA8072"
"8704","AARA016006","black","#000000"
"8705","AARA016007","darkorange","#FF8C00"
"8706","AARA016008","purple","#A020F0"
"8707","AARA016009","salmon","#FA8072"
"8708","AARA016010","salmon","#FA8072"
"8709","AARA016011","brown","#A52A2A"
"8710","AARA016013","salmon","#FA8072"
"8711","AARA016014","salmon","#FA8072"
"8712","AARA016015","salmon","#FA8072"
"8713","AARA016016","paleturquoise","#AFEEEE"
"8714","AARA016017","grey","#BEBEBE"
"8715","AARA016018","grey","#BEBEBE"
"8716","AARA016019","brown","#A52A2A"
"8717","AARA016020","brown","#A52A2A"
"8718","AARA016021","greenyellow","#ADFF2F"
"8719","AARA016022","brown","#A52A2A"
"8720","AARA016023","brown","#A52A2A"
"8721","AARA016024","darkmagenta","#8B008B"
"8722","AARA016025","salmon","#FA8072"
"8723","AARA016026","brown","#A52A2A"
"8724","AARA016027","grey","#BEBEBE"
"8725","AARA016028","brown","#A52A2A"
"8726","AARA016029","brown","#A52A2A"
"8727","AARA016030","grey","#BEBEBE"
"8728","AARA016031","brown","#A52A2A"
"8729","AARA016032","brown","#A52A2A"
"8730","AARA016033","brown","#A52A2A"
"8731","AARA016034","brown","#A52A2A"
"8732","AARA016035","brown","#A52A2A"
"8733","AARA016036","brown","#A52A2A"
"8734","AARA016037","brown","#A52A2A"
"8735","AARA016038","brown","#A52A2A"
"8736","AARA016039","paleturquoise","#AFEEEE"
"8737","AARA016041","darkorange","#FF8C00"
"8738","AARA016042","brown","#A52A2A"
"8739","AARA016043","brown","#A52A2A"
"8740","AARA016044","greenyellow","#ADFF2F"
"8741","AARA016045","salmon","#FA8072"
"8742","AARA016046","orange","#FFA500"
"8743","AARA016057","black","#000000"
"8744","AARA016058","black","#000000"
"8745","AARA016068","salmon","#FA8072"
"8746","AARA016070","brown","#A52A2A"
"8747","AARA016071","salmon","#FA8072"
"8748","AARA016073","brown","#A52A2A"
"8749","AARA016074","brown","#A52A2A"
"8750","AARA016075","orangered4","#8B2500"
"8751","AARA016080","grey","#BEBEBE"
"8752","AARA016083","brown","#A52A2A"
"8753","AARA016084","orangered4","#8B2500"
"8754","AARA016085","midnightblue","#191970"
"8755","AARA016086","salmon","#FA8072"
"8756","AARA016087","salmon","#FA8072"
"8757","AARA016088","brown","#A52A2A"
"8758","AARA016089","darkorange","#FF8C00"
"8759","AARA016091","grey","#BEBEBE"
"8760","AARA016094","grey","#BEBEBE"
"8761","AARA016103","black","#000000"
"8762","AARA016104","salmon","#FA8072"
"8763","AARA016105","grey","#BEBEBE"
"8764","AARA016106","brown","#A52A2A"
"8765","AARA016107","brown","#A52A2A"
"8766","AARA016108","brown","#A52A2A"
"8767","AARA016109","brown","#A52A2A"
"8768","AARA016110","brown","#A52A2A"
"8769","AARA016111","grey","#BEBEBE"
"8770","AARA016112","brown","#A52A2A"
"8771","AARA016113","brown","#A52A2A"
"8772","AARA016114","paleturquoise","#AFEEEE"
"8773","AARA016115","purple","#A020F0"
"8774","AARA016119","darkorange","#FF8C00"
"8775","AARA016120","black","#000000"
"8776","AARA016121","salmon","#FA8072"
"8777","AARA016122","salmon","#FA8072"
"8778","AARA016123","grey","#BEBEBE"
"8779","AARA016124","black","#000000"
"8780","AARA016126","salmon","#FA8072"
"8781","AARA016127","salmon","#FA8072"
"8782","AARA016128","grey","#BEBEBE"
"8783","AARA016129","grey","#BEBEBE"
"8784","AARA016130","paleturquoise","#AFEEEE"
"8785","AARA016131","brown","#A52A2A"
"8786","AARA016132","grey","#BEBEBE"
"8787","AARA016134","salmon","#FA8072"
"8788","AARA016135","salmon","#FA8072"
"8789","AARA016136","salmon","#FA8072"
"8790","AARA016137","brown","#A52A2A"
"8791","AARA016138","brown","#A52A2A"
"8792","AARA016140","salmon","#FA8072"
"8793","AARA016147","grey","#BEBEBE"
"8794","AARA016149","grey","#BEBEBE"
"8795","AARA016150","grey","#BEBEBE"
"8796","AARA016155","grey","#BEBEBE"
"8797","AARA016156","grey","#BEBEBE"
"8798","AARA016157","grey","#BEBEBE"
"8799","AARA016158","grey","#BEBEBE"
"8800","AARA016159","salmon","#FA8072"
"8801","AARA016161","orange","#FFA500"
"8802","AARA016163","salmon","#FA8072"
"8803","AARA016166","black","#000000"
"8804","AARA016167","grey","#BEBEBE"
"8805","AARA016168","darkorange","#FF8C00"
"8806","AARA016169","brown","#A52A2A"
"8807","AARA016170","midnightblue","#191970"
"8808","AARA016171","salmon","#FA8072"
"8809","AARA016172","orange","#FFA500"
"8810","AARA016173","brown","#A52A2A"
"8811","AARA016174","salmon","#FA8072"
"8812","AARA016175","grey","#BEBEBE"
"8813","AARA016176","grey","#BEBEBE"
"8814","AARA016177","brown","#A52A2A"
"8815","AARA016181","paleturquoise","#AFEEEE"
"8816","AARA016184","grey","#BEBEBE"
"8817","AARA016189","grey","#BEBEBE"
"8818","AARA016191","floralwhite","#FFFAF0"
"8819","AARA016192","grey","#BEBEBE"
"8820","AARA016193","salmon","#FA8072"
"8821","AARA016194","salmon","#FA8072"
"8822","AARA016195","grey","#BEBEBE"
"8823","AARA016202","grey","#BEBEBE"
"8824","AARA016204","salmon","#FA8072"
"8825","AARA016205","brown","#A52A2A"
"8826","AARA016206","grey","#BEBEBE"
"8827","AARA016208","salmon","#FA8072"
"8828","AARA016209","brown","#A52A2A"
"8829","AARA016210","salmon","#FA8072"
"8830","AARA016212","salmon","#FA8072"
"8831","AARA016213","salmon","#FA8072"
"8832","AARA016214","black","#000000"
"8833","AARA016215","grey","#BEBEBE"
"8834","AARA016216","darkturquoise","#00CED1"
"8835","AARA016218","salmon","#FA8072"
"8836","AARA016220","salmon","#FA8072"
"8837","AARA016221","salmon","#FA8072"
"8838","AARA016222","salmon","#FA8072"
"8839","AARA016223","salmon","#FA8072"
"8840","AARA016224","salmon","#FA8072"
"8841","AARA016226","grey","#BEBEBE"
"8842","AARA016228","brown","#A52A2A"
"8843","AARA016229","grey","#BEBEBE"
"8844","AARA016230","salmon","#FA8072"
"8845","AARA016231","black","#000000"
"8846","AARA016232","grey","#BEBEBE"
"8847","AARA016233","grey","#BEBEBE"
"8848","AARA016234","salmon","#FA8072"
"8849","AARA016235","salmon","#FA8072"
"8850","AARA016236","brown","#A52A2A"
"8851","AARA016237","grey","#BEBEBE"
"8852","AARA016238","greenyellow","#ADFF2F"
"8853","AARA016239","brown","#A52A2A"
"8854","AARA016240","grey","#BEBEBE"
"8855","AARA016241","grey","#BEBEBE"
"8856","AARA016247","brown","#A52A2A"
"8857","AARA016248","brown","#A52A2A"
"8858","AARA016249","salmon","#FA8072"
"8859","AARA016250","brown","#A52A2A"
"8860","AARA016251","grey","#BEBEBE"
"8861","AARA016252","brown","#A52A2A"
"8862","AARA016253","brown","#A52A2A"
"8863","AARA016254","grey","#BEBEBE"
"8864","AARA016255","darkorange","#FF8C00"
"8865","AARA016256","brown","#A52A2A"
"8866","AARA016257","salmon","#FA8072"
"8867","AARA016258","darkorange","#FF8C00"
"8868","AARA016259","brown","#A52A2A"
"8869","AARA016295","brown","#A52A2A"
"8870","AARA016297","brown","#A52A2A"
"8871","AARA016298","purple","#A020F0"
"8872","AARA016301","grey","#BEBEBE"
"8873","AARA016303","purple","#A020F0"
"8874","AARA016305","grey","#BEBEBE"
"8875","AARA016306","greenyellow","#ADFF2F"
"8876","AARA016307","salmon","#FA8072"
"8877","AARA016308","brown","#A52A2A"
"8878","AARA016309","salmon","#FA8072"
"8879","AARA016310","salmon","#FA8072"
"8880","AARA016312","salmon","#FA8072"
"8881","AARA016313","grey","#BEBEBE"
"8882","AARA016314","grey","#BEBEBE"
"8883","AARA016315","brown","#A52A2A"
"8884","AARA016316","salmon","#FA8072"
"8885","AARA016317","salmon","#FA8072"
"8886","AARA016318","greenyellow","#ADFF2F"
"8887","AARA016319","salmon","#FA8072"
"8888","AARA016320","brown","#A52A2A"
"8889","AARA016321","grey","#BEBEBE"
"8890","AARA016322","darkolivegreen","#556B2F"
"8891","AARA016323","brown","#A52A2A"
"8892","AARA016324","salmon","#FA8072"
"8893","AARA016325","grey","#BEBEBE"
"8894","AARA016326","brown","#A52A2A"
"8895","AARA016327","brown","#A52A2A"
"8896","AARA016328","midnightblue","#191970"
"8897","AARA016329","salmon","#FA8072"
"8898","AARA016330","grey","#BEBEBE"
"8899","AARA016331","brown","#A52A2A"
"8900","AARA016332","salmon","#FA8072"
"8901","AARA016333","salmon","#FA8072"
"8902","AARA016335","midnightblue","#191970"
"8903","AARA016336","grey","#BEBEBE"
"8904","AARA016337","salmon","#FA8072"
"8905","AARA016338","grey","#BEBEBE"
"8906","AARA016339","salmon","#FA8072"
"8907","AARA016340","orange","#FFA500"
"8908","AARA016342","brown","#A52A2A"
"8909","AARA016343","salmon","#FA8072"
"8910","AARA016345","midnightblue","#191970"
"8911","AARA016346","midnightblue","#191970"
"8912","AARA016347","grey","#BEBEBE"
"8913","AARA016348","midnightblue","#191970"
"8914","AARA016349","midnightblue","#191970"
"8915","AARA016350","darkolivegreen","#556B2F"
"8916","AARA016351","purple","#A020F0"
"8917","AARA016352","orange","#FFA500"
"8918","AARA016353","orangered4","#8B2500"
"8919","AARA016354","darkolivegreen","#556B2F"
"8920","AARA016355","salmon","#FA8072"
"8921","AARA016356","brown4","#8B2323"
"8922","AARA016357","midnightblue","#191970"
"8923","AARA016359","midnightblue","#191970"
"8924","AARA016360","purple","#A020F0"
"8925","AARA016361","midnightblue","#191970"
"8926","AARA016362","purple","#A020F0"
"8927","AARA016363","black","#000000"
"8928","AARA016364","midnightblue","#191970"
"8929","AARA016365","darkturquoise","#00CED1"
"8930","AARA016367","orange","#FFA500"
"8931","AARA016368","grey","#BEBEBE"
"8932","AARA016369","black","#000000"
"8933","AARA016370","salmon","#FA8072"
"8934","AARA016371","purple","#A020F0"
"8935","AARA016372","midnightblue","#191970"
"8936","AARA016373","brown","#A52A2A"
"8937","AARA016374","grey","#BEBEBE"
"8938","AARA016375","brown","#A52A2A"
"8939","AARA016376","brown","#A52A2A"
"8940","AARA016377","orange","#FFA500"
"8941","AARA016378","darkolivegreen","#556B2F"
"8942","AARA016379","grey","#BEBEBE"
"8943","AARA016380","greenyellow","#ADFF2F"
"8944","AARA016381","darkolivegreen","#556B2F"
"8945","AARA016382","midnightblue","#191970"
"8946","AARA016383","orange","#FFA500"
"8947","AARA016384","salmon","#FA8072"
"8948","AARA016385","salmon","#FA8072"
"8949","AARA016387","orange","#FFA500"
"8950","AARA016388","darkolivegreen","#556B2F"
"8951","AARA016389","midnightblue","#191970"
"8952","AARA016390","grey","#BEBEBE"
"8953","AARA016391","midnightblue","#191970"
"8954","AARA016392","darkmagenta","#8B008B"
"8955","AARA016393","darkolivegreen","#556B2F"
"8956","AARA016394","purple","#A020F0"
"8957","AARA016395","salmon","#FA8072"
"8958","AARA016396","salmon","#FA8072"
"8959","AARA016397","orange","#FFA500"
"8960","AARA016398","darkmagenta","#8B008B"
"8961","AARA016399","purple","#A020F0"
"8962","AARA016400","midnightblue","#191970"
"8963","AARA016401","grey","#BEBEBE"
"8964","AARA016402","brown","#A52A2A"
"8965","AARA016403","orange","#FFA500"
"8966","AARA016404","brown","#A52A2A"
"8967","AARA016405","salmon","#FA8072"
"8968","AARA016406","purple","#A020F0"
"8969","AARA016407","midnightblue","#191970"
"8970","AARA016408","salmon","#FA8072"
"8971","AARA016410","darkolivegreen","#556B2F"
"8972","AARA016411","orangered4","#8B2500"
"8973","AARA016412","salmon","#FA8072"
"8974","AARA016413","purple","#A020F0"
"8975","AARA016414","grey","#BEBEBE"
"8976","AARA016415","brown","#A52A2A"
"8977","AARA016416","brown","#A52A2A"
"8978","AARA016417","grey","#BEBEBE"
"8979","AARA016418","salmon","#FA8072"
"8980","AARA016429","salmon","#FA8072"
"8981","AARA016430","darkorange","#FF8C00"
"8982","AARA016431","salmon","#FA8072"
"8983","AARA016432","black","#000000"
"8984","AARA016433","black","#000000"
"8985","AARA016434","black","#000000"
"8986","AARA016435","brown","#A52A2A"
"8987","AARA016436","greenyellow","#ADFF2F"
"8988","AARA016437","salmon","#FA8072"
"8989","AARA016438","salmon","#FA8072"
"8990","AARA016439","darkturquoise","#00CED1"
"8991","AARA016440","grey","#BEBEBE"
"8992","AARA016441","grey","#BEBEBE"
"8993","AARA016442","salmon","#FA8072"
"8994","AARA016443","salmon","#FA8072"
"8995","AARA016444","black","#000000"
"8996","AARA016445","lightcyan1","#E0FFFF"
"8997","AARA016446","salmon","#FA8072"
"8998","AARA016447","greenyellow","#ADFF2F"
"8999","AARA016448","brown","#A52A2A"
"9000","AARA016449","brown","#A52A2A"
"9001","AARA016450","salmon","#FA8072"
"9002","AARA016451","grey","#BEBEBE"
"9003","AARA016452","grey","#BEBEBE"
"9004","AARA016453","grey","#BEBEBE"
"9005","AARA016454","grey","#BEBEBE"
"9006","AARA016456","brown","#A52A2A"
"9007","AARA016457","brown","#A52A2A"
"9008","AARA016458","midnightblue","#191970"
"9009","AARA016459","brown","#A52A2A"
"9010","AARA016460","grey","#BEBEBE"
"9011","AARA016461","grey","#BEBEBE"
"9012","AARA016462","salmon","#FA8072"
"9013","AARA016463","orange","#FFA500"
"9014","AARA016464","salmon","#FA8072"
"9015","AARA016465","black","#000000"
"9016","AARA016466","salmon","#FA8072"
"9017","AARA016467","greenyellow","#ADFF2F"
"9018","AARA016468","salmon","#FA8072"
"9019","AARA016469","salmon","#FA8072"
"9020","AARA016470","salmon","#FA8072"
"9021","AARA016471","salmon","#FA8072"
"9022","AARA016472","brown","#A52A2A"
"9023","AARA016473","grey","#BEBEBE"
"9024","AARA016474","salmon","#FA8072"
"9025","AARA016475","salmon","#FA8072"
"9026","AARA016476","darkorange","#FF8C00"
"9027","AARA016477","brown","#A52A2A"
"9028","AARA016478","brown","#A52A2A"
"9029","AARA016479","brown","#A52A2A"
"9030","AARA016480","salmon","#FA8072"
"9031","AARA016481","purple","#A020F0"
"9032","AARA016482","midnightblue","#191970"
"9033","AARA016483","salmon","#FA8072"
"9034","AARA016484","darkturquoise","#00CED1"
"9035","AARA016485","grey","#BEBEBE"
"9036","AARA016486","salmon","#FA8072"
"9037","AARA016487","grey","#BEBEBE"
"9038","AARA016488","grey","#BEBEBE"
"9039","AARA016489","grey","#BEBEBE"
"9040","AARA016490","purple","#A020F0"
"9041","AARA016491","salmon","#FA8072"
"9042","AARA016492","grey","#BEBEBE"
"9043","AARA016493","salmon","#FA8072"
"9044","AARA016494","salmon","#FA8072"
"9045","AARA016495","darkorange","#FF8C00"
"9046","AARA016497","greenyellow","#ADFF2F"
"9047","AARA016501","grey","#BEBEBE"
"9048","AARA016502","grey","#BEBEBE"
"9049","AARA016503","grey","#BEBEBE"
"9050","AARA016504","grey","#BEBEBE"
"9051","AARA016506","greenyellow","#ADFF2F"
"9052","AARA016507","salmon","#FA8072"
"9053","AARA016508","darkorange","#FF8C00"
"9054","AARA016509","greenyellow","#ADFF2F"
"9055","AARA016510","grey","#BEBEBE"
"9056","AARA016511","paleturquoise","#AFEEEE"
"9057","AARA016512","salmon","#FA8072"
"9058","AARA016513","grey","#BEBEBE"
"9059","AARA016514","salmon","#FA8072"
"9060","AARA016515","black","#000000"
"9061","AARA016516","grey","#BEBEBE"
"9062","AARA016517","floralwhite","#FFFAF0"
"9063","AARA016518","salmon","#FA8072"
"9064","AARA016519","salmon","#FA8072"
"9065","AARA016520","salmon","#FA8072"
"9066","AARA016521","black","#000000"
"9067","AARA016522","salmon","#FA8072"
"9068","AARA016523","black","#000000"
"9069","AARA016524","salmon","#FA8072"
"9070","AARA016525","salmon","#FA8072"
"9071","AARA016526","salmon","#FA8072"
"9072","AARA016527","salmon","#FA8072"
"9073","AARA016528","black","#000000"
"9074","AARA016529","orangered4","#8B2500"
"9075","AARA016530","black","#000000"
"9076","AARA016532","grey","#BEBEBE"
"9077","AARA016533","grey","#BEBEBE"
"9078","AARA016534","salmon","#FA8072"
"9079","AARA016535","salmon","#FA8072"
"9080","AARA016537","salmon","#FA8072"
"9081","AARA016538","salmon","#FA8072"
"9082","AARA016539","grey","#BEBEBE"
"9083","AARA016540","grey","#BEBEBE"
"9084","AARA016541","grey","#BEBEBE"
"9085","AARA016542","brown","#A52A2A"
"9086","AARA016543","darkorange","#FF8C00"
"9087","AARA016544","brown","#A52A2A"
"9088","AARA016545","brown","#A52A2A"
"9089","AARA016546","salmon","#FA8072"
"9090","AARA016547","grey","#BEBEBE"
"9091","AARA016548","salmon","#FA8072"
"9092","AARA016550","purple","#A020F0"
"9093","AARA016551","grey","#BEBEBE"
"9094","AARA016552","darkorange","#FF8C00"
"9095","AARA016553","salmon","#FA8072"
"9096","AARA016554","grey","#BEBEBE"
"9097","AARA016555","purple","#A020F0"
"9098","AARA016556","grey","#BEBEBE"
"9099","AARA016557","grey","#BEBEBE"
"9100","AARA016558","salmon","#FA8072"
"9101","AARA016559","salmon","#FA8072"
"9102","AARA016560","salmon","#FA8072"
"9103","AARA016561","greenyellow","#ADFF2F"
"9104","AARA016562","purple","#A020F0"
"9105","AARA016563","grey","#BEBEBE"
"9106","AARA016565","brown","#A52A2A"
"9107","AARA016568","darkmagenta","#8B008B"
"9108","AARA016574","salmon","#FA8072"
"9109","AARA016579","grey","#BEBEBE"
"9110","AARA016580","grey","#BEBEBE"
"9111","AARA016582","greenyellow","#ADFF2F"
"9112","AARA016583","grey","#BEBEBE"
"9113","AARA016585","salmon","#FA8072"
"9114","AARA016587","grey","#BEBEBE"
"9115","AARA016588","brown","#A52A2A"
"9116","AARA016590","salmon","#FA8072"
"9117","AARA016592","darkturquoise","#00CED1"
"9118","AARA016593","black","#000000"
"9119","AARA016594","paleturquoise","#AFEEEE"
"9120","AARA016595","purple","#A020F0"
"9121","AARA016596","orange","#FFA500"
"9122","AARA016597","salmon","#FA8072"
"9123","AARA016599","darkturquoise","#00CED1"
"9124","AARA016600","darkolivegreen","#556B2F"
"9125","AARA016601","darkolivegreen","#556B2F"
"9126","AARA016602","grey","#BEBEBE"
"9127","AARA016603","purple","#A020F0"
"9128","AARA016604","darkolivegreen","#556B2F"
"9129","AARA016605","midnightblue","#191970"
"9130","AARA016607","salmon","#FA8072"
"9131","AARA016608","brown","#A52A2A"
"9132","AARA016610","midnightblue","#191970"
"9133","AARA016611","orange","#FFA500"
"9134","AARA016612","salmon","#FA8072"
"9135","AARA016613","orange","#FFA500"
"9136","AARA016615","midnightblue","#191970"
"9137","AARA016616","orangered4","#8B2500"
"9138","AARA016617","salmon","#FA8072"
"9139","AARA016618","salmon","#FA8072"
"9140","AARA016619","black","#000000"
"9141","AARA016620","darkolivegreen","#556B2F"
"9142","AARA016622","darkmagenta","#8B008B"
"9143","AARA016623","midnightblue","#191970"
"9144","AARA016624","orange","#FFA500"
"9145","AARA016625","midnightblue","#191970"
"9146","AARA016626","grey","#BEBEBE"
"9147","AARA016627","darkolivegreen","#556B2F"
"9148","AARA016628","purple","#A020F0"
"9149","AARA016629","purple","#A020F0"
"9150","AARA016630","midnightblue","#191970"
"9151","AARA016631","orange","#FFA500"
"9152","AARA016632","darkolivegreen","#556B2F"
"9153","AARA016633","darkturquoise","#00CED1"
"9154","AARA016634","midnightblue","#191970"
"9155","AARA016635","orange","#FFA500"
"9156","AARA016636","greenyellow","#ADFF2F"
"9157","AARA016637","darkolivegreen","#556B2F"
"9158","AARA016638","midnightblue","#191970"
"9159","AARA016639","orangered4","#8B2500"
"9160","AARA016640","grey","#BEBEBE"
"9161","AARA016641","ivory","#FFFFF0"
"9162","AARA016642","midnightblue","#191970"
"9163","AARA016643","grey","#BEBEBE"
"9164","AARA016644","midnightblue","#191970"
"9165","AARA016645","midnightblue","#191970"
"9166","AARA016646","purple","#A020F0"
"9167","AARA016647","orangered4","#8B2500"
"9168","AARA016648","midnightblue","#191970"
"9169","AARA016649","orange","#FFA500"
"9170","AARA016650","darkmagenta","#8B008B"
"9171","AARA016651","midnightblue","#191970"
"9172","AARA016652","orange","#FFA500"
"9173","AARA016653","salmon","#FA8072"
"9174","AARA016654","purple","#A020F0"
"9175","AARA016655","midnightblue","#191970"
"9176","AARA016656","salmon","#FA8072"
"9177","AARA016657","grey","#BEBEBE"
"9178","AARA016658","salmon","#FA8072"
"9179","AARA016659","black","#000000"
"9180","AARA016660","midnightblue","#191970"
"9181","AARA016661","salmon","#FA8072"
"9182","AARA016662","purple","#A020F0"
"9183","AARA016663","midnightblue","#191970"
"9184","AARA016664","orange","#FFA500"
"9185","AARA016665","grey","#BEBEBE"
"9186","AARA016666","brown","#A52A2A"
"9187","AARA016667","midnightblue","#191970"
"9188","AARA016668","salmon","#FA8072"
"9189","AARA016669","midnightblue","#191970"
"9190","AARA016670","darkolivegreen","#556B2F"
"9191","AARA016671","darkolivegreen","#556B2F"
"9192","AARA016672","grey","#BEBEBE"
"9193","AARA016673","midnightblue","#191970"
"9194","AARA016674","purple","#A020F0"
"9195","AARA016675","purple","#A020F0"
"9196","AARA016676","salmon","#FA8072"
"9197","AARA016677","salmon","#FA8072"
"9198","AARA016678","darkolivegreen","#556B2F"
"9199","AARA016679","salmon","#FA8072"
"9200","AARA016681","salmon","#FA8072"
"9201","AARA016682","salmon","#FA8072"
"9202","AARA016683","darkturquoise","#00CED1"
"9203","AARA016684","orange","#FFA500"
"9204","AARA016685","grey","#BEBEBE"
"9205","AARA016686","darkolivegreen","#556B2F"
"9206","AARA016687","midnightblue","#191970"
"9207","AARA016688","darkorange","#FF8C00"
"9208","AARA016689","darkmagenta","#8B008B"
"9209","AARA016690","midnightblue","#191970"
"9210","AARA016691","salmon","#FA8072"
"9211","AARA016692","darkmagenta","#8B008B"
"9212","AARA016693","grey","#BEBEBE"
"9213","AARA016694","floralwhite","#FFFAF0"
"9214","AARA016696","midnightblue","#191970"
"9215","AARA016697","orange","#FFA500"
"9216","AARA016699","brown","#A52A2A"
"9217","AARA016700","purple","#A020F0"
"9218","AARA016701","brown","#A52A2A"
"9219","AARA016702","darkturquoise","#00CED1"
"9220","AARA016703","salmon","#FA8072"
"9221","AARA016704","purple","#A020F0"
"9222","AARA016705","orange","#FFA500"
"9223","AARA016706","grey","#BEBEBE"
"9224","AARA016707","salmon","#FA8072"
"9225","AARA016708","grey","#BEBEBE"
"9226","AARA016709","darkolivegreen","#556B2F"
"9227","AARA016710","brown","#A52A2A"
"9228","AARA016711","orange","#FFA500"
"9229","AARA016712","salmon","#FA8072"
"9230","AARA016713","salmon","#FA8072"
"9231","AARA016714","darkmagenta","#8B008B"
"9232","AARA016715","grey","#BEBEBE"
"9233","AARA016716","grey","#BEBEBE"
"9234","AARA016717","midnightblue","#191970"
"9235","AARA016718","darkolivegreen","#556B2F"
"9236","AARA016719","midnightblue","#191970"
"9237","AARA016720","salmon","#FA8072"
"9238","AARA016721","grey","#BEBEBE"
"9239","AARA016722","orange","#FFA500"
"9240","AARA016723","orange","#FFA500"
"9241","AARA016724","darkolivegreen","#556B2F"
"9242","AARA016725","orange","#FFA500"
"9243","AARA016726","purple","#A020F0"
"9244","AARA016727","darkorange","#FF8C00"
"9245","AARA016728","black","#000000"
"9246","AARA016729","midnightblue","#191970"
"9247","AARA016730","darkturquoise","#00CED1"
"9248","AARA016731","purple","#A020F0"
"9249","AARA016732","purple","#A020F0"
"9250","AARA016733","orangered4","#8B2500"
"9251","AARA016734","brown","#A52A2A"
"9252","AARA016735","darkolivegreen","#556B2F"
"9253","AARA016736","midnightblue","#191970"
"9254","AARA016737","darkmagenta","#8B008B"
"9255","AARA016738","darkolivegreen","#556B2F"
"9256","AARA016739","midnightblue","#191970"
"9257","AARA016740","paleturquoise","#AFEEEE"
"9258","AARA016741","darkmagenta","#8B008B"
"9259","AARA016742","midnightblue","#191970"
"9260","AARA016743","brown4","#8B2323"
"9261","AARA016744","midnightblue","#191970"
"9262","AARA016745","midnightblue","#191970"
"9263","AARA016746","purple","#A020F0"
"9264","AARA016747","darkolivegreen","#556B2F"
"9265","AARA016748","orange","#FFA500"
"9266","AARA016749","purple","#A020F0"
"9267","AARA016750","salmon","#FA8072"
"9268","AARA016751","brown","#A52A2A"
"9269","AARA016752","brown","#A52A2A"
"9270","AARA016753","midnightblue","#191970"
"9271","AARA016754","orange","#FFA500"
"9272","AARA016756","orange","#FFA500"
"9273","AARA016757","midnightblue","#191970"
"9274","AARA016758","darkolivegreen","#556B2F"
"9275","AARA016759","brown","#A52A2A"
"9276","AARA016760","purple","#A020F0"
"9277","AARA016761","grey","#BEBEBE"
"9278","AARA016762","midnightblue","#191970"
"9279","AARA016763","brown","#A52A2A"
"9280","AARA016764","salmon","#FA8072"
"9281","AARA016765","midnightblue","#191970"
"9282","AARA016766","midnightblue","#191970"
"9283","AARA016767","midnightblue","#191970"
"9284","AARA016768","grey","#BEBEBE"
"9285","AARA016769","salmon","#FA8072"
"9286","AARA016770","orange","#FFA500"
